Date,CreativeID,Time Zone,MarketCode,MarketName,Network,Station,Program Aired,Air Type,CreativeID,CreativeName,CreativeLength,Spend
11/28/2019, 5:52 PM,Local,3860,Harlingen-Wslco-Brownsville-Mc,BBGRS,X R I O - T V                 ,BOB'S BURGERS                 ,Syndication                   ,RRFALL30BBH  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/28/2019, 5:52 PM,Local,4050,Minot-Bismarck-Dickinson-Glend,BBGRS,K X M A - T V                 ,BOB'S BURGERS                 ,Syndication                   ,RRFALL30BBH  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/28/2019, 5:52 PM,Local,4190,Montgomery-Selma              ,BBGRS,W B M M - T V                 ,BOB'S BURGERS                 ,Syndication                   ,RRFALL30BBH  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/28/2019, 5:53 PM,Local,4050,Minot-Bismarck-Dickinson-Glend,BBGRS,K X M A - T V                 ,BOB'S BURGERS                 ,Syndication                   ,RRFALL30BBH  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/28/2019, 6:22 PM,Local,2870,Ft. Wayne                     ,BBGRS,W I S E - T V                 ,BOB'S BURGERS                 ,Syndication                   ,RRFALL30BBH  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/28/2019, 6:22 PM,Local,5640,Tallahassee-Thomasville       ,BBGRS,W T L F - T V                 ,BOB'S BURGERS                 ,Syndication                   ,RRFALL30BBH  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/28/2019, 6:52 PM,Local,2870,Ft. Wayne                     ,BBGRS,W I S E - T V                 ,BOB'S BURGERS                 ,Syndication                   ,RRFALL30BBH  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/28/2019, 6:52 PM,Local,5640,Tallahassee-Thomasville       ,BBGRS,W T L F - T V                 ,BOB'S BURGERS                 ,Syndication                   ,RRFALL30BBH  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/28/2019, 8:21 PM,Local,4420,Norfolk-Portsmouth-Newport New,BBGRS,W S K Y - T V                 ,BOB'S BURGERS                 ,Syndication                   ,RRFALL30BBH  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/28/2019, 8:51 PM,Local,4420,Norfolk-Portsmouth-Newport New,BBGRS,W S K Y - T V                 ,BOB'S BURGERS                 ,Syndication                   ,RRFALL30BBH  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/28/2019, 9:52 PM,Local,4490,Oklahoma City                 ,BBGRS,K O C B - T V                 ,BOB'S BURGERS                 ,Syndication                   ,RRFALL30BBH  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/28/2019,10:51 PM,Local,4490,Oklahoma City                 ,BBGRS,K O C B - T V                 ,BOB'S BURGERS                 ,Syndication                   ,RRFALL30BBH  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/28/2019,10:51 PM,Local,4660,Phoenix                       ,BBGRS,K A S W - T V                 ,BOB'S BURGERS                 ,Syndication                   ,RRFALL30BBH  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/28/2019,10:51 PM,Local,5010,Sacramento-Stockton           ,BBGRS,K M A X - TV 31               ,BOB'S BURGERS                 ,Syndication                   ,RRFALL30BBH  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/28/2019,11:21 PM,Local,2350,Detroit                       ,BBGRS,W A D L - T V                 ,BOB'S BURGERS                 ,Syndication                   ,RRFALL30BBH  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/28/2019,11:21 PM,Local,4730,"Portland, OR                  ",BBGRS,K P D X - T V                 ,BOB'S BURGERS                 ,Syndication                   ,RRFALL30BBH  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/28/2019,11:21 PM,Local,5420,Shreveport-Texarkana          ,BBGRS,K P X J - T V                 ,BOB'S BURGERS                 ,Syndication                   ,RRFALL30BBH  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/28/2019,11:22 PM,Local,2590,Evansville                    ,BBGRS,W T V W - T V                 ,BOB'S BURGERS                 ,Syndication                   ,RRFALL30BBH  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/28/2019,11:23 PM,Local,4660,Phoenix                       ,BBGRS,K A S W - T V                 ,BOB'S BURGERS                 ,Syndication                   ,RRFALL30BBH  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/28/2019,11:23 PM,Local,5120,Salt Lake City                ,BBGRS,K J Z Z - T V                 ,BOB'S BURGERS                 ,Syndication                   ,RRFALL30BBH  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/28/2019,11:25 PM,Local,6010,West Palm Beach-Ft. Pierce-Ver,BBGRS,W T V X - T V                 ,BOB'S BURGERS                 ,Syndication                   ,RRFALL30BBH  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/28/2019,11:51 PM,Local,2040,Cleveland                     ,BBGRS,W U A B - T V                 ,BOB'S BURGERS                 ,Syndication                   ,RRFALL30BBH  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/28/2019,11:51 PM,Local,2270,Davenport-Rock Island-Moline-Q,BBGRS,K G C W - T V                 ,BOB'S BURGERS                 ,Syndication                   ,RRFALL30BBH  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/28/2019,11:51 PM,Local,2350,Detroit                       ,BBGRS,W A D L - T V                 ,BOB'S BURGERS                 ,Syndication                   ,RRFALL30BBH  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/28/2019,11:51 PM,Local,5810,Tulsa                         ,BBGRS,K M Y T - T V                 ,BOB'S BURGERS                 ,Syndication                   ,RRFALL30BBH  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/28/2019,11:53 PM,Local,5120,Salt Lake City                ,BBGRS,K J Z Z - T V                 ,BOB'S BURGERS                 ,Syndication                   ,RRFALL30BBH  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/28/2019,11:53 PM,Local,5400,Seattle-Tacoma                ,BBGRS,K S T W - T V                 ,BOB'S BURGERS                 ,Syndication                   ,RRFALL30BBH  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 4:13 AM,Local,5550,St. Louis                     ,EXP2 ,K T V I - T V                 ,XPLORATION NATURE KNOWS BEST  ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 5:12 AM,Local,2310,Denver                        ,EXP2 ,K D V R - T V                 ,XPLORATION WEIRD BUT TRUE     ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 5:12 AM,Local,2310,Denver                        ,EXP2 ,K F C T - T V                 ,XPLORATION WEIRD BUT TRUE     ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 5:12 AM,Local,5010,Sacramento-Stockton           ,EXP2 ,K T X L - T V                 ,XPLORATION WEIRD BUT TRUE     ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 5:13 AM,Local,3050,Harrisburg-York-Lancaster-Leba,EXP2 ,W P M T - T V                 ,XPLORATION WEIRD BUT TRUE     ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 5:13 AM,Local,3330,Johnstown-Altoona             ,EXP2 ,W T A J - T V                 ,XPLORATION WEIRD BUT TRUE     ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 5:13 AM,Local,4660,Phoenix                       ,EXP2 ,K S A Z - T V                 ,XPLORATION DIY SCI            ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 5:13 AM,Local,5190,San Diego                     ,EXP2 ,K S W B - T V                 ,XPLORATION WEIRD BUT TRUE     ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 5:13 AM,Local,5230,San Francisco-Oakland-San Jose,EXP2 ,K T V U - T V                 ,XPLORATION NATURE KNOWS BEST  ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 5:13 AM,Local,5400,Seattle-Tacoma                ,EXP2 ,K C P Q - T V                 ,XPLORATION WEIRD BUT TRUE     ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 5:42 AM,Local,4520,Orlando-Daytona Beach-Melbourn,EXP2 ,W O F L - T V                 ,XPLORATION WEIRD BUT TRUE     ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 5:43 AM,Local,1700,Boston                        ,EXP2 ,W F X T - T V                 ,XPLORATION NATURE KNOWS BEST  ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 5:43 AM,Local,2310,Denver                        ,EXP2 ,K D V R - T V                 ,XPLORATION NATURE KNOWS BEST  ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 5:43 AM,Local,2310,Denver                        ,EXP2 ,K F C T - T V                 ,XPLORATION NATURE KNOWS BEST  ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 5:43 AM,Local,3050,Harrisburg-York-Lancaster-Leba,EXP2 ,W P M T - T V                 ,XPLORATION NATURE KNOWS BEST  ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 5:43 AM,Local,3680,Los Angeles                   ,EXP2 ,K T T V - T V                 ,XPLORATION NATURE KNOWS BEST  ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 5:43 AM,Local,4040,Minneapolis-St. Paul          ,EXP2 ,K M S P - T V                 ,XPLORATION NATURE KNOWS BEST  ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 5:43 AM,Local,4660,Phoenix                       ,EXP2 ,K S A Z - T V                 ,XPLORATION NATURE KNOWS BEST  ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 5:43 AM,Local,5010,Sacramento-Stockton           ,EXP2 ,K T X L - T V                 ,XPLORATION NATURE KNOWS BEST  ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 5:43 AM,Local,5190,San Diego                     ,EXP2 ,K S W B - T V                 ,XPLORATION NATURE KNOWS BEST  ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 5:43 AM,Local,5230,San Francisco-Oakland-San Jose,EXP2 ,K T V U - T V                 ,XPLORATION DIY SCI            ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 5:43 AM,Local,5400,Seattle-Tacoma                ,EXP2 ,K C P Q - T V                 ,XPLORATION NATURE KNOWS BEST  ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 6:12 AM,Local,4510,Omaha                         ,EXP2 ,K P T M - T V                 ,PAID PROGRAM                  ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 6:12 AM,Local,5520,Champaign & Springfield-Decatu,EXP2 ,W C C U - T V                 ,XPLORATION WEIRD BUT TRUE     ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 6:12 AM,Local,5520,Champaign & Springfield-Decatu,EXP2 ,W R S P - T V                 ,XPLORATION WEIRD BUT TRUE     ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 6:13 AM,Local,2850,Ft. Smith                     ,EXP2 ,K F T A - T V                 ,XPLORATION WEIRD BUT TRUE     ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 6:13 AM,Local,4950,Roanoke-Lynchburg             ,EXP2 ,W F X R - T V                 ,XPLORATION DIY SCI            ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 6:13 AM,Local,5910,"Washington, DC                ",EXP2 ,W T T G - T V                 ,XPLORATION DIY SCI            ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 6:13 AM,Local,6190,"Beaumont-Port Arthur, TX      ",EXP2 ,K B T V - TV                  ,XPLORATION DIY SCI            ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 6:43 AM,Local,1440,Baltimore                     ,EXP2 ,W B F F - T V                 ,XPLORATION WEIRD BUT TRUE     ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 6:43 AM,Local,2110,"Columbia, SC                  ",EXP2 ,W A C H - T V                 ,TEEN KIDS NEWS                ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 6:43 AM,Local,2170,"Columbus-Tupelo, MS           ",EXP2 ,W L O V - T V                 ,XPLORATION NATURE KNOWS BEST  ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 6:43 AM,Local,3600,Lincoln-Hastings-Kearney      ,EXP2 ,K H G I - T V                 ,XPLORATION NATURE KNOWS BEST  ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 6:43 AM,Local,4440,North Platte                  ,EXP2 ,K W N B - T V                 ,XPLORATION NATURE KNOWS BEST  ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 6:43 AM,Local,4510,Omaha                         ,EXP2 ,K P T M - T V                 ,PAID PROGRAM                  ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 6:43 AM,Local,4950,Roanoke-Lynchburg             ,EXP2 ,W F X R - T V                 ,XPLORATION WEIRD BUT TRUE     ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 6:43 AM,Local,5140,San Antonio                   ,EXP2 ,K A B B - T V                 ,XPLORATION NATURE KNOWS BEST  ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 6:43 AM,Local,5520,Champaign & Springfield-Decatu,EXP2 ,W C C U - T V                 ,XPLORATION DIY SCI            ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 6:43 AM,Local,5520,Champaign & Springfield-Decatu,EXP2 ,W R S P - T V                 ,XPLORATION DIY SCI            ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 6:43 AM,Local,5910,"Washington, DC                ",EXP2 ,W T T G - T V                 ,XPLORATION NATURE KNOWS BEST  ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 6:43 AM,Local,6190,"Beaumont-Port Arthur, TX      ",EXP2 ,K B T V - TV                  ,XPLORATION WEIRD BUT TRUE     ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 7:12 AM,Local,2740,"Florence-Myrtle Beach, SC     ",EXP2 ,W F X B - T V                 ,XPLORATION WEIRD BUT TRUE     ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 7:12 AM,Local,4480,Odessa-Midland                ,EXP2 ,K P E J - T V                 ,XPLORATION WEIRD BUT TRUE     ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 7:13 AM,Local,1770,Buffalo                       ,EXP2 ,W U T V - T V                 ,XPLORATION DIY SCI            ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 7:13 AM,Local,1840,Cedar Rapids-Waterloo-Dubuque ,EXP2 ,K F X A - T V                 ,XPLORATION WEIRD BUT TRUE     ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 7:13 AM,Local,1880,Charleston-Huntington         ,EXP2 ,W V A H - T V                 ,XPLORATION DIY SCI            ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 7:13 AM,Local,2140,"Columbus, GA                  ",EXP2 ,W X T X - T V                 ,XPLORATION DIY SCI            ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 7:13 AM,Local,2460,El Paso                       ,EXP2 ,K F O X - T V                 ,XPLORATION DIY SCI            ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 7:13 AM,Local,3210,Huntsville-Decatur-Florence   ,EXP2 ,W Z D X - T V                 ,XPLORATION DIY SCI            ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 7:13 AM,Local,4520,Orlando-Daytona Beach-Melbourn,EXP2 ,W O F L - T V                 ,XPLORATION DIY SCI            ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 7:13 AM,Local,4560,Paducah-Cape Girardeau-Harrisb,EXP2 ,K B S I - T V                 ,XPLORATION DIY SCI            ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 7:13 AM,Local,4690,Pittsburgh                    ,EXP2 ,W P G H - T V                 ,XPLORATION DIY SCI            ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 7:13 AM,Local,4900,Richmond                      ,EXP2 ,W R L H - T V                 ,XPLORATION DIY SCI            ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 7:13 AM,Local,4970,Rochester-Mason City-Austin   ,EXP2 ,K X L T - T V                 ,XPLORATION NATURE KNOWS BEST  ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 7:13 AM,Local,5140,San Antonio                   ,EXP2 ,K A B B - T V                 ,XPLORATION DIY SCI            ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 7:13 AM,Local,5420,Shreveport-Texarkana          ,EXP2 ,K M S S - T V                 ,XPLORATION WEIRD BUT TRUE     ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 7:13 AM,Local,5630,Syracuse                      ,EXP2 ,W N Y S - T V                 ,XPLORATION DIY SCI            ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 7:13 AM,Local,6070,Wilkes Barre-Scranton         ,EXP2 ,W O L F - T V                 ,XPLORATION DIY SCI            ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 7:14 AM,Local,6060,Wichita Falls-Lawton          ,EXP2 ,K J T L - T V                 ,XPLORATION DIY SCI            ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 7:42 AM,Local,3350,Joplin-Pittsburg              ,EXP2 ,K F J X - T V                 ,XPLORATION WEIRD BUT TRUE     ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 7:42 AM,Local,4130,Monroe-El Dorado              ,EXP2 ,K A R D - T V                 ,XPLORATION WEIRD BUT TRUE     ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 7:43 AM,Local,1020,Albany-Schenectady-Troy       ,EXP2 ,W N Y A - T V                 ,XPLORATION WEIRD BUT TRUE     ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 7:43 AM,Local,1030,"Albany, GA                    ",EXP2 ,W F X L - T V                 ,XPLORATION NATURE KNOWS BEST  ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 7:43 AM,Local,1570,Biloxi-Gulfport-Pascagoula    ,EXP2 ,W X X V - T V                 ,XPLORATION NATURE KNOWS BEST  ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 7:43 AM,Local,1840,Cedar Rapids-Waterloo-Dubuque ,EXP2 ,K F X A - T V                 ,XPLORATION DIY SCI            ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 7:43 AM,Local,1860,"Charleston, SC                ",EXP2 ,W T A T - T V                 ,XPLORATION NATURE KNOWS BEST  ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 7:43 AM,Local,2070,Colorado Springs-Pueblo       ,EXP2 ,K X R M - T V                 ,XPLORATION NATURE KNOWS BEST  ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 7:43 AM,Local,2160,"Columbus, OH                  ",EXP2 ,W T T E - T V                 ,XPLORATION NATURE KNOWS BEST  ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
