Date,CreativeID,Time Zone,MarketCode,MarketName,Network,Station,Program Aired,Air Type,CreativeID,CreativeName,CreativeLength,Spend
11/30/2019, 7:43 AM,Local,2280,Dayton                        ,EXP2 ,W R G T - T V                 ,XPLORATION NATURE KNOWS BEST  ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 7:43 AM,Local,2340,Des Moines                    ,EXP2 ,K D S M - T V                 ,XPLORATION DIY SCI            ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 7:43 AM,Local,2590,Evansville                    ,EXP2 ,W T V W - T V                 ,XPLORATION NATURE KNOWS BEST  ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 7:43 AM,Local,2910,Grand Junction-Durango        ,EXP2 ,K F Q X - T V                 ,XPLORATION WEIRD BUT TRUE     ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 7:43 AM,Local,3050,Harrisburg-York-Lancaster-Leba,EXP2 ,W P M T - T V                 ,XPLORATION DIY SCI            ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 7:43 AM,Local,3580,Lexington                     ,EXP2 ,W D K Y - T V                 ,XPLORATION NATURE KNOWS BEST  ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 7:43 AM,Local,3790,Macon                         ,EXP2 ,W G X A - T V                 ,XPLORATION NATURE KNOWS BEST  ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 7:43 AM,Local,4240,Nashville                     ,EXP2 ,W Z T V - T V                 ,XPLORATION NATURE KNOWS BEST  ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 7:43 AM,Local,4490,Oklahoma City                 ,EXP2 ,K O K H - T V                 ,XPLORATION NATURE KNOWS BEST  ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 7:43 AM,Local,4510,Omaha                         ,EXP2 ,K P T M - T V                 ,XPLORATION NATURE KNOWS BEST  ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 7:43 AM,Local,4520,Orlando-Daytona Beach-Melbourn,EXP2 ,W O F L - T V                 ,XPLORATION NATURE KNOWS BEST  ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 7:43 AM,Local,4980,"Rochester, NY                 ",EXP2 ,W U H F - T V                 ,XPLORATION NATURE KNOWS BEST  ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 7:43 AM,Local,5130,San Angelo                    ,EXP2 ,K I D Y - T V                 ,XPLORATION NATURE KNOWS BEST  ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 7:43 AM,Local,5520,Champaign & Springfield-Decatu,EXP2 ,W C C U - T V                 ,XPLORATION NATURE KNOWS BEST  ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 7:43 AM,Local,5520,Champaign & Springfield-Decatu,EXP2 ,W R S P - T V                 ,XPLORATION NATURE KNOWS BEST  ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 7:43 AM,Local,6190,"Beaumont-Port Arthur, TX      ",EXP2 ,K B T V - TV                  ,XPLORATION NATURE KNOWS BEST  ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 8:12 AM,Local,2110,"Columbia, SC                  ",EXP2 ,W A C H - T V                 ,XPLORATION OUTER SPACE        ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 8:12 AM,Local,2140,"Columbus, GA                  ",EXP2 ,W X T X - T V                 ,XPLORATION WEIRD BUT TRUE     ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 8:13 AM,Local,1020,Albany-Schenectady-Troy       ,EXP2 ,W N Y A - T V                 ,XPLORATION DIY SCI            ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 8:13 AM,Local,1090,Amarillo                      ,EXP2 ,K C I T - T V                 ,XPLORATION DIY SCI            ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 8:13 AM,Local,1470,Baton Rouge                   ,EXP2 ,W B T R - T V                 ,XPLORATION DIY SCI            ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 8:13 AM,Local,1950,Chicago                       ,EXP2 ,W P W R - T V                 ,XPLORATION DIY SCI            ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 8:13 AM,Local,2720,Flint-Saginaw-Bay City        ,EXP2 ,W S M H - T V                 ,XPLORATION NATURE KNOWS BEST  ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 8:13 AM,Local,2850,Ft. Smith                     ,EXP2 ,K F T A - T V                 ,XPLORATION DIY SCI            ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 8:13 AM,Local,3140,Houston                       ,EXP2 ,K R I V - T V                 ,XPLORATION DIY SCI            ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 8:13 AM,Local,4130,Monroe-El Dorado              ,EXP2 ,K A R D - T V                 ,XPLORATION DIY SCI            ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 8:13 AM,Local,5440,Sioux City                    ,EXP2 ,K P T H - T V                 ,XPLORATION DIY SCI            ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 8:42 AM,Local,1100,Anchorage                     ,EXP2 ,K Y E S - T V                 ,XPLORATION WEIRD BUT TRUE     ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 8:42 AM,Local,1470,Baton Rouge                   ,EXP2 ,W B T R - T V                 ,XPLORATION WEIRD BUT TRUE     ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 8:42 AM,Local,2030,Clarksburg-Weston             ,EXP2 ,W V F X - T V                 ,XPLORATION WEIRD BUT TRUE     ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 8:42 AM,Local,2500,Elmira                        ,EXP2 ,W Y D C - T V                 ,XPLORATION WEIRD BUT TRUE     ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 8:42 AM,Local,3460,Lake Charles                  ,EXP2 ,K V H P - T V                 ,XPLORATION WEIRD BUT TRUE     ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 8:42 AM,Local,4370,New York                      ,EXP2 ,W N Y W - T V                 ,XPLORATION WEIRD BUT TRUE     ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 8:42 AM,Local,4620,Peoria-Bloomington            ,EXP2 ,W Y Z Z - T V                 ,XPLORATION WEIRD BUT TRUE     ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 8:42 AM,Local,5750,Traverse City-Cadillac        ,EXP2 ,W F Q X - T V                 ,XPLORATION WEIRD BUT TRUE     ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 8:42 AM,Local,5750,Traverse City-Cadillac        ,EXP2 ,W F U P - T V                 ,XPLORATION WEIRD BUT TRUE     ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 8:43 AM,Local,1950,Chicago                       ,EXP2 ,W P W R - T V                 ,XPLORATION NATURE KNOWS BEST  ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 8:43 AM,Local,2110,"Columbia, SC                  ",EXP2 ,W A C H - T V                 ,XPLORATION AWESOME PLANET     ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 8:43 AM,Local,2170,"Columbus-Tupelo, MS           ",EXP2 ,W L O V - T V                 ,XPLORATION WEIRD BUT TRUE     ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 8:43 AM,Local,2270,Davenport-Rock Island-Moline-Q,EXP2 ,K L J B - T V                 ,XPLORATION DIY SCI            ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 8:43 AM,Local,2850,Ft. Smith                     ,EXP2 ,K F T A - T V                 ,XPLORATION NATURE KNOWS BEST  ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 8:43 AM,Local,2960,Greensboro-Winston-Salem-High ,EXP2 ,W G H P - T V                 ,XPLORATION WEIRD BUT TRUE     ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 8:43 AM,Local,2990,Greenville-New Bern-Washington,EXP2 ,W Y D O - T V                 ,XPLORATION DIY SCI            ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 8:43 AM,Local,3140,Houston                       ,EXP2 ,K R I V - T V                 ,XPLORATION NATURE KNOWS BEST  ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 8:43 AM,Local,3620,Little Rock                   ,EXP2 ,K L R T  -  T V               ,XPLORATION WEIRD BUT TRUE     ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 8:43 AM,Local,3810,Madison                       ,EXP2 ,W M S N - T V                 ,XPLORATION DIY SCI            ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 8:43 AM,Local,4130,Monroe-El Dorado              ,EXP2 ,K A R D - T V                 ,XPLORATION NATURE KNOWS BEST  ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 8:43 AM,Local,5140,San Antonio                   ,EXP2 ,K A B B - T V                 ,XPLORATION WEIRD BUT TRUE     ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 9:12 AM,Local,1030,"Albany, GA                    ",EXP2 ,W F X L - T V                 ,XPLORATION WEIRD BUT TRUE     ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 9:12 AM,Local,4980,"Rochester, NY                 ",EXP2 ,W U H F - T V                 ,XPLORATION WEIRD BUT TRUE     ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 9:12 AM,Local,6200,"Tri-Cities, TN-VA             ",EXP2 ,W E M T - T V                 ,XPLORATION WEIRD BUT TRUE     ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 9:13 AM,Local,1860,"Charleston, SC                ",EXP2 ,W T A T - T V                 ,XPLORATION WEIRD BUT TRUE     ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 9:13 AM,Local,2350,Detroit                       ,EXP2 ,W A D L - T V                 ,XPLORATION DIY SCI            ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 9:13 AM,Local,3580,Lexington                     ,EXP2 ,W D K Y - T V                 ,XPLORATION WEIRD BUT TRUE     ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 9:13 AM,Local,4370,New York                      ,EXP2 ,W N Y W - T V                 ,XPLORATION DIY SCI            ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 9:13 AM,Local,5750,Traverse City-Cadillac        ,EXP2 ,W F Q X - T V                 ,XPLORATION NATURE KNOWS BEST  ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 9:13 AM,Local,5750,Traverse City-Cadillac        ,EXP2 ,W F U P - T V                 ,XPLORATION NATURE KNOWS BEST  ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 9:13 AM,Local,6010,West Palm Beach-Ft. Pierce-Ver,EXP2 ,W F L X - T V                 ,XPLORATION DIY SCI            ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 9:42 AM,Local,2720,Flint-Saginaw-Bay City        ,EXP2 ,W S M H - T V                 ,XPLORATION WEIRD BUT TRUE     ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 9:42 AM,Local,5910,"Washington, DC                ",EXP2 ,W T T G - T V                 ,XPLORATION WEIRD BUT TRUE     ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 9:43 AM,Local,1030,"Albany, GA                    ",EXP2 ,W F X L - T V                 ,XPLORATION DIY SCI            ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 9:43 AM,Local,1860,"Charleston, SC                ",EXP2 ,W T A T - T V                 ,XPLORATION DIY SCI            ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 9:43 AM,Local,1900,Charlotte                     ,EXP2 ,W J Z Y - T V                 ,XPLORATION WEIRD BUT TRUE     ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 9:43 AM,Local,2350,Detroit                       ,EXP2 ,W A D L - T V                 ,XPLORATION NATURE KNOWS BEST  ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 9:43 AM,Local,3410,Knoxville                     ,EXP2 ,W T N Z - T V                 ,XPLORATION DIY SCI            ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 9:43 AM,Local,3580,Lexington                     ,EXP2 ,W D K Y - T V                 ,XPLORATION DIY SCI            ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 9:43 AM,Local,4370,New York                      ,EXP2 ,W N Y W - T V                 ,XPLORATION NATURE KNOWS BEST  ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 9:43 AM,Local,4420,Norfolk-Portsmouth-Newport New,EXP2 ,W V B T - T V                 ,XPLORATION WEIRD BUT TRUE     ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 9:43 AM,Local,4830,Raleigh-Durham                ,EXP2 ,W R A Z - T V                 ,XPLORATION WEIRD BUT TRUE     ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 9:43 AM,Local,4980,"Rochester, NY                 ",EXP2 ,W U H F - T V                 ,XPLORATION DIY SCI            ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 9:43 AM,Local,5750,Traverse City-Cadillac        ,EXP2 ,W F Q X - T V                 ,XPLORATION DIY SCI            ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 9:43 AM,Local,5750,Traverse City-Cadillac        ,EXP2 ,W F U P - T V                 ,XPLORATION DIY SCI            ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 9:43 AM,Local,5840,Tyler-Longview-Jacksonville   ,EXP2 ,K L T V - T V                 ,XPLORATION DIY SCI            ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 9:43 AM,Local,5840,Tyler-Longview-Jacksonville   ,EXP2 ,K T R E - T V                 ,XPLORATION DIY SCI            ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019,10:12 AM,Local,3600,Lincoln-Hastings-Kearney      ,EXP2 ,K H G I - T V                 ,XPLORATION WEIRD BUT TRUE     ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019,10:12 AM,Local,4440,North Platte                  ,EXP2 ,K W N B - T V                 ,XPLORATION WEIRD BUT TRUE     ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019,10:13 AM,Local,5840,Tyler-Longview-Jacksonville   ,EXP2 ,K L T V - T V                 ,XPLORATION NATURE KNOWS BEST  ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019,10:13 AM,Local,5840,Tyler-Longview-Jacksonville   ,EXP2 ,K T R E - T V                 ,XPLORATION NATURE KNOWS BEST  ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019,10:43 AM,Local,2910,Grand Junction-Durango        ,EXP2 ,K R E X - T V                 ,XPLORATION DIY SCI            ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019,10:43 AM,Local,2910,Grand Junction-Durango        ,EXP2 ,K R E Y - T V                 ,XPLORATION DIY SCI            ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019,10:43 AM,Local,3600,Lincoln-Hastings-Kearney      ,EXP2 ,K H G I - T V                 ,XPLORATION DIY SCI            ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019,10:43 AM,Local,4440,North Platte                  ,EXP2 ,K W N B - T V                 ,XPLORATION DIY SCI            ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019,12:13 PM,Local,2030,Clarksburg-Weston             ,EXP2 ,W D T V - T V                 ,XPLORATION DIY SCI            ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019,12:43 PM,Local,2030,Clarksburg-Weston             ,EXP2 ,W D T V - T V                 ,XPLORATION NATURE KNOWS BEST  ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
11/30/2019, 7:52 PM,Local,1950,Chicago                       ,BBGRS,W C I U - T V                 ,BOB'S BURGERS                 ,Syndication                   ,RRFALL30BBH  ,TRR_30_TVC_FALL_HERO                                        ,30,0
12/1/2019, 4:12 AM,Local,4030,Milwaukee                     ,EXP2 ,W I T I - T V                 ,XPLORATION WEIRD BUT TRUE     ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
12/1/2019, 4:13 AM,Local,3070,Hartford-New Haven            ,EXP2 ,W T I C - T V                 ,XPLORATION NATURE KNOWS BEST  ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
12/1/2019, 4:13 AM,Local,3370,Kansas City                   ,EXP2 ,W D A F - T V                 ,XPLORATION NATURE KNOWS BEST  ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
12/1/2019, 4:13 AM,Local,3460,Lake Charles                  ,EXP2 ,K V H P - T V                 ,XPLORATION DIY SCI            ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
12/1/2019, 4:42 AM,Local,3070,Hartford-New Haven            ,EXP2 ,W T I C - T V                 ,XPLORATION WEIRD BUT TRUE     ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
12/1/2019, 4:42 AM,Local,3370,Kansas City                   ,EXP2 ,W D A F - T V                 ,XPLORATION WEIRD BUT TRUE     ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
12/1/2019, 4:42 AM,Local,3460,Lake Charles                  ,EXP2 ,K V H P - T V                 ,XPLORATION NATURE KNOWS BEST  ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
12/1/2019, 4:43 AM,Local,2040,Cleveland                     ,EXP2 ,W J W - T V                   ,XPLORATION DIY SCI            ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
12/1/2019, 4:43 AM,Local,4030,Milwaukee                     ,EXP2 ,W I T I - T V                 ,XPLORATION NATURE KNOWS BEST  ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
12/1/2019, 5:11 AM,Local,2350,Detroit                       ,EXP2 ,W J B K - T V                 ,XPLORATION WEIRD BUT TRUE     ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
12/1/2019, 5:43 AM,Local,1700,Boston                        ,EXP2 ,W F X T - T V                 ,XPLORATION DIY SCI            ,Syndication                   ,RRFALL30E2H  ,TRR_30_TVC_FALL_HERO                                        ,30,0
Grand Total,,,,,,,,,,,,2210
